platform,product_id,rating,comment,Quality,Price,Delivery,Service,cleaned_comment
shopee,24838785152,5,"Ấm siêu tốc đun nước nhanh, chỉ vài phút là sôi. Thiết kế đẹp, inox sáng, dung tích lớn 1.8L dùng thoải mái cho cả gia đình. Có lớp cách nhiệt bên ngoài nên cầm không bị nóng tay, tự ngắt khi nước sôi rất an toàn. Hàng đúng mô tả, đóng gói kỹ, giao nhanh. Rất hài lòng, đáng tiền!",2,1,2,-1,"ấm siêu_tốc đun nước nhanh , chỉ vài phút là sôi . thiết_kế đẹp , inox sáng , dung_tích lớn 1.8 l dùng thoải_mái cho cả gia_đình . có lớp cách_nhiệt bên ngoài nên cầm không bị nóng tay , tự ngắt khi nước sôi rất an_toàn . hàng đúng mô_tả , đóng_gói kỹ , giao hàng nhanh . rất hài_lòng , đáng tiền !"
shopee,24838785152,5,"Đúng với mô tả:đúng với mô tả Chất lượng sản phẩm:tốt Tính năng nổi bật:nấu  Giao hàng nhanh , chắc chắn , đóng gói cẩn thận để Sài thêm xem s",2,-1,2,-1,"đúng với mô_tả đúng với mô_tả chất_lượng sản_phẩm tốt_tính_năng nổi_bật nấu giao hàng hàng nhanh , chắc_chắn , đóng_gói cẩn_thận để sài thêm xem s"
shopee,6638178692,5,"Công dụng:rửa bình sữa Chất liệu:mút  Giao hàng nhanh , đóng gói cẩn thận , chất liệu phù hợp với giá tiền, vì giá rẻ nên sử dụng vài lần thay thì ok.",2,2,2,-1,"công_dụng rửa bình sữa chất_liệu mút giao hàng hàng nhanh , đóng_gói cẩn_thận , chất_liệu phù_hợp với giá tiền , vì giá rẻ nên sử_dụng vài lần thay thì tốt ."
shopee,6638178692,5,Chất liệu:nhựa và mút xốp Công dụng:rửa bình sữa  Mình chọn màu xanh. Màu bên ngoài đẹp hơn trên hình. Giá rẻ nên ko đòi hỏi nhiều hơn về chất lượng. Mình đặt 5 cái để thay dùng dần.,2,2,-1,-1,chất_liệu nhựa và mút xốp công_dụng rửa bình sữa mình chọn màu xanh . màu bên ngoài đẹp hơn trên hình . giá rẻ nên không đòi_hỏi nhiều hơn về chất_lượng . mình đặt 5 cái để thay dùng dần .
shopee,6638178692,5,"Chất liệu:tay cầm bằng nhựa, đầu cọ bằng sốp Công dụng:rửa bình  Màu đẹp, tay cầm cứng cáp, chưa sử dụng nên chưa biết thế nào. Dùng ok sẽ quay trở lại ủng hộ shop. Cảm ơn shop.",2,-1,-1,-1,"chất_liệu tay_cầm bằng nhựa , đầu cọ bằng sốp công_dụng rửa bình màu đẹp , tay_cầm cứng_cáp , chưa sử_dụng nên chưa biết thế_nào . dùng tốt sẽ quay trở_lại ủng_hộ cửa_hàng . cảm_ơn cửa_hàng ."
shopee,6638178692,5,"Chất liệu:xốp Công dụng:rửa bình,ly...  Chất lượng đi đôi với giá tiền... Sản phẩm ổn nha...  Miếng mút giống giống với bông lao bản ...kk",2,1,-1,-1,"chất_liệu xốp công_dụng rửa bình , ly ... chất_lượng đi_đôi với giá tiền ... sản_phẩm ổn nha ... miếng mút giống giống với bông lao bản ... kk"
shopee,6638178692,5,"Shop giao hàng nhanh, đóng gói cẩn thận. Đúng màu sắc, kích cỡ mình chọn. Cảm ơn shop nhiều. Anh shipper thân thiện. Sẽ ủng hộ shop lâu dài",1,-1,2,2,"cửa_hàng giao hàng hàng nhanh , đóng_gói cẩn_thận . đúng màu_sắc , kích_cỡ mình chọn . cảm_ơn cửa_hàng nhiều . anh shipper thân_thiện . sẽ ủng_hộ cửa_hàng lâu_dài"
shopee,6638178692,5,"Công dụng:cọ bình sữa Chất liệu:mút  Hàng chuẩn, đủ số lượng, đơn hàng giá trị thấp mà shop gói hàng dễ thương, sau sẽ tiếp tục ủng hộ shop ạ 😉",1,1,-1,2,"công_dụng cọ bình sữa chất_liệu mút hàng chính hãng , đủ số_lượng , đơn hàng giá_trị thấp mà cửa_hàng gói hàng dễ_thương , sau sẽ tiếp_tục ủng_hộ cửa_hàng ạ"
shopee,6638178692,5,"Chất lượng sản phẩm:đúng  Giao hàng nhanh, đóng gói cẩn thận. Hàng giao đủ đơn 🤭🤭 chất lượng thì phù hợp giá tiền. Toàn hàng giá rẻ nên k mong chất lượng xịn được",0,2,2,-1,"chất_lượng sản_phẩm đúng giao hàng hàng nhanh , đóng_gói cẩn_thận . hàng giao hàng đủ đơn_chất_lượng thì phù_hợp giá tiền . toàn hàng giá rẻ nên không mong chất_lượng xịn được"
shopee,6638178692,5,Chất liệu:bông Công dụng:rửa bình sữa  Giao hàng nhanh nhìn nhỏ ngon vừa xinh cũng ok chưa dung nhưng nhìn chung là ổn san được co 2k hihi,2,-1,2,-1,chất_liệu bông công_dụng rửa bình sữa giao hàng hàng nhanh nhìn nhỏ ngon vừa xinh cũng tốt chưa dung nhưng nhìn_chung là ổn san được co 2k hihi
shopee,6638178692,5,"Giao hàng nhanh, sản phẩn dùng tốt, sẽ ủng hộ thêm, đóng gói chắc chắn, đang trông con ngủ nên không chụp được sản phẩm, hình ảnh video mang tính chất nhận xu",2,-1,2,-1,"giao hàng hàng nhanh , sản phẩn dùng tốt , sẽ ủng_hộ thêm , đóng_gói chắc_chắn , đang trông con ngủ nên không chụp được sản_phẩm , hình_ảnh video mang tính_chất nhận xu"
shopee,6638178692,5,Công dụng:cọ bình sữa Chất liệu:nhựa sốp  Hàng này dùng rất ok.mua ở kiss mấy loại hơn 100k về ko ăn thua.thấy loại này ok hơn,2,-1,-1,-1,công_dụng cọ bình sữa chất_liệu nhựa sốp hàng này dùng rất tốt . mua ở kiss mấy loại hơn 100k về không ăn_thua . thấy loại này tốt hơn
shopee,6638178692,5,"Chất liệu:chất liệu cán nhựa và đầu vệ sinh bằng mút mềm mại Đầu mút:đầu mút dễ tháo rời, tiện lợi cho việc vệ sinh Công dụng:sản phẩm rất tiện lợi cho việc rửa bình sữa và cốc chén  Đánh giá shop 5s, và mình săn sale 0đ nhé, rất chim ưng j",2,2,-1,-1,"chất_liệu chất_liệu cán nhựa và đầu vệ_sinh bằng mút mềm_mại đầu mút đầu mút dễ tháo rời , tiện_lợi cho việc vệ_sinh công_dụng sản_phẩm rất tiện_lợi cho việc rửa bình sữa và cốc chén đánh_giá cửa_hàng 5s , và mình săn sale 0đ nhé , rất chim ưng j"
shopee,6638178692,5,Công dụng:rửa bình sữa Chất liệu:xốp  Shop giao hàng nhanh đóng gói ok Giao đúng mô tả và đủ số lượng  Mua về để rửa bình sữa cho con,2,-1,2,-1,công_dụng rửa bình sữa chất_liệu xốp cửa_hàng giao hàng hàng nhanh đóng_gói tốt giao hàng đúng mô_tả và đủ số_lượng mua về để rửa bình sữa cho con
shopee,6638178692,5,"Nhỏ gọn tiện lợi để mang theo, cọ rửa bình sữa cho bé cũng rất sạch nha, cọ dc cả núm ti mà ko fai mua cả bộ dụng cụ nhiều chi tiết",0,-1,-1,-1,"nhỏ gọn tiện_lợi để mang theo , cọ rửa bình sữa cho bé cũng rất sạch nha , cọ được cả núm ti mà không fai mua cả bộ dụng_cụ nhiều chi_tiết"
shopee,6638178692,5,Chất liệu:Nhựa và xốp Công dụng:Rửa ly cốc chén  Mua chơi chơi hoy mà nhận hàng hịn nha. Bông cứng cáp lắm chứ ko lỏng lẻo đâu. Mua cái này rửa cốc chén tiện nha mọi người. Shop giao hàng nhanh. Gói hàng cẩn thận. Shipper thân thiện nhiệt tình,1,-1,2,2,chất_liệu nhựa và xốp công_dụng rửa ly cốc chén mua chơi chơi hoy mà nhận hàng hịn nha . bông cứng_cáp lắm chứ không lỏng_lẻo đâu . mua cái này rửa cốc chén tiện nha mọi người . cửa_hàng giao hàng hàng nhanh . gói hàng cẩn_thận . shipper thân_thiện nhiệt_tình
shopee,6638178692,5,"Chất liệu:mỏng Công dụng:cọ rửa bình sữa  nhỏ , mỏng , tiền nào của đó , tiện mang theo khi đi ra ngoài ,tạo bọt cũng im lắm nha ,với giá này thì vậy là ok rôi 👍",0,1,-1,-1,"chất_liệu mỏng công_dụng cọ rửa bình sữa nhỏ , mỏng , tiền nào của đó , tiện mang theo khi đi ra ngoài , tạo bọt cũng im lắm nha , với giá này thì vậy là tốt rôi"
shopee,6638178692,5,"Chất liệu:nhựa và mút Công dụng:cọ rửa cốc, bình sữa  Giá thành hợp lý, dùng để cọ ly cốc thuỷ tinh như bình lọ cốc cafe thì vừa vặn.",-1,2,-1,-1,"chất_liệu nhựa và mút công_dụng cọ rửa cốc , bình sữa giá_thành hợp_lý , dùng để cọ ly cốc thuỷ_tinh như bình lọ cốc cafe thì vừa_vặn ."
shopee,6638178692,5,"Chất liệu:ok  Ngon bổ rẻ  Bình đun đẹp. Mình đặt màu be nhưng lại muốn đổi màu trắng. Shop rất hoan hỉ hỗ trợ đổi cho luôn. Mình thấy ghi đồng giá ship 2 chiều mà 35k. Rất uy tín.  Shop đóng cẩn thận, giao hàng nhanh, tư vấn nhiệt tình. Xứng đáng 5 saooo",2,2,2,2,"chất_liệu tốt ngon bổ rẻ bình đun đẹp . mình đặt màu be nhưng lại muốn đổi màu trắng . cửa_hàng rất hoan_hỉ hỗ_trợ đổi cho luôn . mình thấy ghi đồng giá giao hàng 2 chiều mà 35k . rất uy_tín . cửa_hàng đóng cẩn_thận , giao hàng hàng nhanh , tư_vấn nhiệt_tình . xứng_đáng 5 saooo"
shopee,6638178692,5,"Chất lượng sản phẩm:rat la tien loi  Cái cây này là cái rửa bình ngon lành nhất mà mình dùng luôn á, rẻ tiền mà rửa đc hết các ngóc ngách, xài thời gian rách bỏ ko tiếc, mà cũng ko nên xài lâu nó sinh vi khuẩn dơ lắm, nên mua rẻ tiền xài 3-4 tuần nó rách bỏ là xứng đáng luôn 👍🏻",0,2,0,-1,"chất_lượng sản_phẩm rat la tien loi cái cây này là cái rửa bình ngon_lành nhất mà mình dùng luôn á , rẻ_tiền mà rửa được hết các ngóc_ngách , xài thời_gian rách bỏ không tiếc , mà cũng không nên xài lâu nó sinh vi_khuẩn dơ lắm , nên mua rẻ_tiền xài 3 4 tuần nó rách bỏ là xứng_đáng luôn"
shopee,3906091032,5,"Độ tuổi sử dụng:trẻ nhỏ Chất lượng sản phẩm:tốt  Nhận hàng nhanh chóng, sản phẩm nhỏ gọn dính chắc chắn, mình rất hài lòng. Cảm ơn shop!",2,2,2,-1,"độ tuổi sử_dụng trẻ nhỏ chất_lượng sản_phẩm tốt nhận hàng nhanh_chóng , sản_phẩm nhỏ gọn dính chắc_chắn , mình rất hài_lòng . cảm_ơn cửa_hàng !"
shopee,3906091032,5,"Chất lượng sản phẩm:chưa biết Độ tuổi sử dụng:tất cả  Shop giao hàng nhanh đóng gói cẩn thận shiper thân thiện. Bịt góc bàn khá hợp lý cho gia đình có con nhở hay bị cụng , ngã va đập.  Cạnh bàn sắc nhọn ạ",2,2,2,2,"chất_lượng sản_phẩm chưa biết độ tuổi sử_dụng tất_cả cửa_hàng giao hàng hàng nhanh đóng_gói cẩn_thận shiper thân_thiện . bịt góc bàn khá hợp_lý cho gia_đình có con nhở hay bị cụng , ngã va_đập . cạnh bàn sắc nhọn ạ"
shopee,3906091032,5,Giao hàng nhanh vừa đặt hôm trc hôm sau đã dk Gàng đúng như sp chất lượng đầ đủ Sẽ ủng hộ shop lần sau,2,-1,2,-1,giao hàng hàng nhanh vừa đặt hôm trc hôm sau đã dk gàng đúng như sản_phẩm_chất_lượng đầ đủ sẽ ủng_hộ cửa_hàng lần sau
shopee,3906091032,5,"Chất lượng sản phẩm:tốt Độ tuổi sử dụng:bịt góc bàn tránh va đập cho bé 1 tuổi  Chưa sử dụng nhưng nhìn có vẻ dày dặn,hi vọng dán chắc",2,-1,-1,-1,"chất_lượng sản_phẩm tốt độ tuổi sử_dụng bịt góc bàn tránh va_đập cho bé 1 tuổi chưa sử_dụng nhưng nhìn có vẻ dày_dặn , hi_vọng dán chắc"
shopee,3906091032,5,"Chất lượng sản phẩm:tốt  Giao nhanh, đóng gói kỹ, bạn tư vấn nhanh, nhưng phải dùng thêm silicol mới dán cứng được tại các bé hay bóc ra",2,-1,2,2,"chất_lượng sản_phẩm tốt giao hàng nhanh , đóng_gói kỹ , bạn tư_vấn nhanh , nhưng phải dùng thêm silicol mới dán cứng được tại các bé hay bóc ra"
shopee,3906091032,5,giao hàng nhanh shiper thân thiện đóng gói cẩn thận kĩ càng sản phẩm oke la nha mềm lắm hàng silicon dán vào cạnh bàn quá ư là xinh,2,-1,2,2,giao hàng hàng nhanh shiper thân_thiện đóng_gói cẩn_thận kĩ_càng sản_phẩm tốt la nha mềm lắm hàng silicon dán vào cạnh bàn quá_ư là xinh
shopee,3906091032,5,Độ tuổi sử dụng:người lớn Chất lượng sản phẩm:tốt  Giao hàng nhanh đóng gói cẩn thận.Sản phẩm chát lượng tốt .Sẽ ủng hộ tiếp lần sau.,2,0,2,-1,độ tuổi sử_dụng người lớn chất_lượng sản_phẩm tốt giao hàng hàng nhanh đóng_gói cẩn_thận . sản_phẩm chát lượng tốt . sẽ ủng_hộ tiếp lần sau .
shopee,3906091032,5,"Giao nhanh, hàng chất lượng, mẫu mã đẹp, đóng gói cẩn thận, dịch vụ nhanh gọn, đáng mua nha mọi người, bé nhà mình rất thích, cảm ơn shop, sẽ ủng hộ thêm nữa 😊",2,-1,2,-1,"giao hàng nhanh , hàng chất_lượng , mẫu_mã đẹp , đóng_gói cẩn_thận , dịch_vụ nhanh gọn , đáng mua nha mọi người , bé nhà mình rất thích , cảm_ơn cửa_hàng , sẽ ủng_hộ thêm nữa"
shopee,3906091032,5,Chất lượng sản phẩm:ok Độ tuổi sử dụng:mn  Silicon Dẻo dày dặn rẻ Mn muốn chắc chắn hơn thì mua keo dán ống nước cho bền,2,2,-1,-1,chất_lượng sản_phẩm tốt độ tuổi sử_dụng mn silicon dẻo dày_dặn rẻ mn muốn chắc_chắn hơn thì mua keo dán ống nước cho bền
shopee,3906091032,5,Chất lượng sản phẩm:tốt Độ tuổi sử dụng:ok  Sản phẩm tốt chất lượng cao giao hàng nhanh nhiệt tình. Sp rất tốt mủ dẻo 9/10,2,0,2,2,chất_lượng sản_phẩm tốt độ tuổi sử_dụng tốt sản_phẩm tốt chất_lượng cao giao hàng hàng nhanh nhiệt_tình . sản_phẩm rất tốt mủ dẻo 9 10
shopee,3906091032,5,"Độ tuổi sử dụng:bàn Chất lượng sản phẩm:ok  Hàng về khá nhanh.chưa dùng chưa biết ntn mong là sẽ Ok.silicon mềm đẤy,cũng có hình mặt cười",2,-1,2,-1,"độ tuổi sử_dụng bàn chất_lượng sản_phẩm tốt hàng về khá nhanh . chưa dùng chưa biết ntn mong là sẽ tốt . silicon mềm đấy , cũng có hình mặt cười"
shopee,3906091032,5,"Đã nhận hàng . Shop gói hàng đầy đủ, cẩn thận, đủ mặt hàng theo đơn đặt, nhiều thứ tiện ích cho gia đình, giá cả tốt 🥰🥰🥰👌",2,1,2,-1,"đã nhận hàng . cửa_hàng gói hàng đầy_đủ , cẩn_thận , đủ mặt_hàng theo đơn đặt , nhiều thứ tiện_ích cho gia_đình , giá_cả tốt"
shopee,3906091032,5,Chất lượng sản phẩm:tot Độ tuổi sử dụng:người lớn  sản phẩm chắc chắn và giống mô tả nha mn. vừa vặn dễ dàng lắp đặt. giao hàng khá nhanh nh,2,-1,2,-1,chất_lượng sản_phẩm tot độ tuổi sử_dụng người_lớn sản_phẩm chắc_chắn và giống mô_tả nha mn . vừa_vặn dễ_dàng lắp_đặt . giao hàng hàng khá nhanh nh
shopee,3906091032,5,"Chất lượng sản phẩm:tốt, che các cạnh góc kính, bàn Độ tuổi sử dụng:10 tuổi  Để dùng thời gian xem keo dán có chắc chắn không",2,2,-1,-1,"chất_lượng sản_phẩm tốt , che các cạnh góc kính , bàn độ tuổi sử_dụng 10 tuổi để dùng thời_gian xem keo dán có chắc_chắn không"
shopee,3906091032,5,Chất lượng sản phẩm:nhựa mềm Độ tuổi sử dụng:trẻ nhỏ  Sờ vào thấy mềm. Đã dán dùng thử. Thấy dán cũng chắc chắn. Giá cả cũng rẻ. Giao hành cũng nhanh. Nhân viên giao hàng nhiệt tình. Sản phẩm dùng đk nha mọi người,0,2,2,2,chất_lượng sản_phẩm nhựa mềm độ tuổi sử_dụng trẻ nhỏ sờ vào thấy mềm . đã dán dùng thử . thấy dán cũng chắc_chắn . giá_cả cũng rẻ . giao hàng hành cũng nhanh . nhân_viên giao hàng hàng nhiệt_tình . sản_phẩm dùng đk nha mọi người
shopee,3906091032,5,"Chất lượng sản phẩm:tốt dẻo quẹo  Nhìn sờ nắn bóp thoải mái, công dụng hữu ích, giá rổ hợp lý, độ bền chắc chắn không phải nghĩ, quan trọng dán được thật chắc cho trẻ không bóc nghịch",2,2,-1,-1,"chất_lượng sản_phẩm tốt dẻo_quẹo nhìn sờ nắn bóp thoải_mái , công_dụng hữu_ích , giá rổ hợp_lý , độ bền chắc_chắn không phải nghĩ , quan_trọng dán được thật chắc cho trẻ không bóc nghịch"
shopee,3906091032,5,Độ tuổi sử dụng:không Chất lượng sản phẩm:tốt  Bịt cạnh bàn mềm. Sử dụng tốt tránh va đập rất tốt Trẻ con.Mình mua rất nhiều để sử dụng An toàn cho con Aaaaaaaaaaaa,0,2,-1,-1,độ tuổi sử_dụng không chất_lượng sản_phẩm tốt bịt cạnh bàn mềm . sử_dụng tốt tránh va_đập rất tốt trẻ_con . mình mua rất nhiều để sử_dụng an_toàn cho con aaaaaaaaaaaa
shopee,3906091032,5,Độ tuổi sử dụng:all Chất lượng sản phẩm:ok  Loại này cạnh mỏng phù hợp cho dán cạnh góc bàn mặt kính còn mấy loại kia phù hợp cho cạnh góc bàn mặt gỗ hơn Muốn dính chắc hơn thì nên mua thêm tuýp keo dán ống nước cho chắc hơn nha mn,2,-1,-1,-1,độ tuổi sử_dụng all chất_lượng sản_phẩm tốt loại này cạnh mỏng phù_hợp cho dán cạnh góc bàn mặt kính còn mấy loại kia phù_hợp cho cạnh góc bàn mặt gỗ hơn muốn dính chắc hơn thì nên mua thêm tuýp keo dán ống nước cho chắc hơn nha_mn
shopee,23579211612,5,Công dụng:đựng đồ Chất liệu:nhựa  thấy rẻ nên mua về chơi chơi chứ vẫn chưa biết đựng cái gì,-1,2,-1,-1,công_dụng đựng đồ chất_liệu nhựa thấy rẻ nên mua về chơi chơi chứ vẫn chưa biết đựng cái gì
shopee,23579211612,5,"Công dụng:đựng đồ ăn Chất liệu:nhựa  Chắc do vận chuyển nên có 1 cái bị vỡ nắp nhưng k sao. Giá rẻ, tiện lợi. Biết vậy mua nhiều hơn",0,2,1,-1,"công_dụng đựng đồ ăn chất_liệu nhựa chắc do vận_chuyển nên có 1 cái bị vỡ nắp nhưng không sao . giá rẻ , tiện_lợi . biết vậy mua nhiều hơn"
shopee,23579211612,5,Chất liệu:nhu Công dụng:chữ đông thực phẩm  Sản phẩm thuộc nhựa 05 an toàn. Sản phẩm phù hợp giá tiền,1,1,-1,-1,chất_liệu nhu công_dụng chữ đông thực_phẩm sản_phẩm thuộc nhựa 05 an_toàn . sản_phẩm phù_hợp giá tiền
shopee,23579211612,5,Chất liệu:tot Công dụng:tot  Hình ảnh minh hoạ. Sản phẩm hợp túi tiền. Giá rẻ. Sẽ tiếp tục ủng hộ. Shop hổ trợ nhiệt tình,1,2,-1,2,chất_liệu tot công_dụng tot hình_ảnh minh_hoạ . sản_phẩm hợp túi_tiền . giá rẻ . sẽ tiếp_tục ủng_hộ . cửa_hàng hổ trợ nhiệt_tình
shopee,23579211612,5,"GO HYUN-JUNG LIỀU MÌNH CỨU DIỄN VIÊN NHÍ NGOÀI BIỂN… “ÂN NHÂN CỨU MẠNG”  Theo thông tin được tiết lộ mới đây, nữ diễn viên Go Hyun-jung đã cứu một diễn viên nhí 6 tuổi khi quay phim “Sát Nhân Bọ Ngựa”  vào năm ngoái.  Vào ngày 9, mẹ của diễn viên nhí Jo Se-woong đã đăng tải lên mạng xã hội trong lúc quay phim tại một hòn đảo ở Sinan, Jeonnam năm ngoái, con trai bà suýt bị sóng cuốn đi thì Go Hyun-jung đã lao mình xuống cứu.  Bà viết:  “Se-woong thực sự có ân nhân cứu mạng là nữ diễn viên Go Hyun-jung. Vừa thấy biển, thằng bé đã chạy ngay xuống, và đúng lúc những con sóng tưởng như yên ả bất ngờ ập tới thì chính Go Hyun-jung từ xa đã lao như tia chớp đến cứu con tôi.”  Bà tiếp lời: “Trang phục của chị ấy ướt sũng hết, còn dốc cả thân mình để cứu, tôi không biết phải cảm ơn thế nào cho đủ. Tôi – một người mẹ – thì quá hoảng sợ đến mức đứng chết lặng, thực sự xin gửi lời cảm ơn một lần nữa.”  Cảnh quay khi đó chính là phân đoạn tái hiện nhân vật Jung I-shin (do Go Hyun-jung đóng), một kẻ sát X hàng loạt, cùng con trai Cha Soo-yeol chơi đùa trên bãi biển. Phân cảnh này đã được phát sóng trong tập 1 vào ngày 5 vừa qua.  “Sát Nhân Bọ Ngựa” là bộ phim truyền hình thuộc thể loại tội phạm – giật gân do Go Hyun-jung đóng chính, và ở tập 2, rating cao nhất theo thời điểm đã đạt 10%.  #FPTPlay #FPTPlayphimchauahangdau #QueenMantis",0,0,-1,-1,"go hyun jung liều_mình cứu diễn_viên nhí ngoài biển ân_nhân cứu_mạng theo thông_tin được tiết_lộ mới_đây , nữ diễn_viên go hyun jung đã cứu một diễn_viên nhí 6 tuổi khi quay_phim sát_nhân bọ_ngựa vào năm_ngoái . vào ngày 9 , mẹ của diễn_viên nhí jo se woong đã đăng_tải lên mạng xã_hội trong lúc quay_phim tại một hòn đảo ở sinan , jeonnam năm_ngoái , con_trai bà suýt bị sóng cuốn đi thì go hyun jung đã lao mình xuống cứu . bà viết se woong thực_sự có ân_nhân cứu_mạng là nữ diễn_viên go hyun jung . vừa thấy biển , thằng bé đã chạy ngay xuống , và đúng lúc những con sóng tưởng như yên_ả bất_ngờ ập tới thì chính go hyun jung từ xa đã lao như tia chớp đến cứu con tôi . bà tiếp_lời trang_phục của chị ấy ướt_sũng hết , còn dốc cả thân mình để cứu , tôi không biết phải cảm_ơn thế_nào cho đủ . tôi một người mẹ thì quá hoảng_sợ đến mức đứng chết lặng , thực_sự xin gửi lời cảm_ơn một lần nữa . cảnh quay khi đó chính là phân_đoạn tái_hiện nhân_vật jung i shin do go hyun jung đóng , một kẻ sát x hàng_loạt , cùng con_trai cha soo yeol chơi_đùa trên bãi biển . phân cảnh này đã được phát_sóng trong tập 1 vào ngày 5 vừa_qua . sát_nhân bọ_ngựa là bộ phim truyền_hình thuộc thể_loại tội_phạm giật_gân do go hyun jung đóng chính , và ở tập 2 , rating cao nhất theo thời_điểm đã đạt 10 . fptplay fptplayphimchauahangdau queenmantis"
shopee,23579211612,5,"Chất liệu:nhựa Công dụng:đựng đồ ăn  Hộp nhựa dày dặn , đựng đồ ăn  dặm cho bé rất tiện lợi",-1,-1,-1,-1,"chất_liệu nhựa công_dụng đựng đồ ăn hộp nhựa dày_dặn , đựng đồ ăn dặm cho bé rất tiện_lợi"
shopee,23579211612,5,"Chất liệu:đúng mô tả Công dụng:trữ đông hoặc để đồ nhỏ  Sản phẩm đúng mô tả, nhựa dẻo, bọc hàng cẩn thận",1,-1,2,-1,"chất_liệu đúng mô_tả công_dụng trữ đông hoặc để đồ nhỏ sản_phẩm đúng mô_tả , nhựa dẻo , bọc hàng cẩn_thận"
shopee,23579211612,5,"Chất liệu:nhựa  Đã nhận hàng, shop gói cẩn thận, giao đúng đủ giống mẫu, cũng rẻ , nên mua nha mọi người",0,2,2,-1,"chất_liệu nhựa đã nhận hàng , cửa_hàng gói cẩn_thận , giao hàng đúng đủ giống mẫu , cũng rẻ , nên mua nha mọi người"
shopee,23579211612,5,"shop ship hàng rất nhanh, đóng gói cẩn thận, sản phẩm giống như trên hình quảng cáo, mình rất hài lòng. Hơn nữa còn săn được mã của shopee nên mua được giá rẻ bất ngờ luôn :v",2,2,2,1,"cửa_hàng giao hàng hàng rất nhanh , đóng_gói cẩn_thận , sản_phẩm giống như trên hình quảng_cáo , mình rất hài_lòng . hơn nữa còn săn được mã của shopee nên mua được giá rẻ bất_ngờ luôn v"
shopee,23579211612,5,Hộp xịn dày dặn chắc chắn. Giao hàng nhanh. Shipper nhiệt tình. Cho shop năm sao. Sẽ ủng hộ shop tiếp nếu cần,2,-1,2,2,hộp xịn dày_dặn chắc_chắn . giao hàng hàng nhanh . shipper nhiệt_tình . cho cửa_hàng năm sao . sẽ ủng_hộ cửa_hàng tiếp nếu cần
shopee,23579211612,5,"Sản phẩm ok nhé. Dùng để đựng đồ rất tốt, rửa nhanh và tiện lợi. Có thể dùng cho lò vi sóng",2,-1,2,-1,"sản_phẩm tốt nhé . dùng để đựng đồ rất tốt , rửa nhanh và tiện_lợi . có_thể dùng cho lò vi_sóng"
shopee,23579211612,5,"Hộp bé xinh xinh nhé mọi người. Shop giao đúng và đủ số lượng đơn hàng đã đặt, đóng gói cẩn thận, tuy nhiên giao hàng bị chậm￼",1,-1,0,-1,"hộp bé xinh_xinh nhé mọi người . cửa_hàng giao hàng đúng và đủ số_lượng đơn hàng đã đặt , đóng_gói cẩn_thận , tuy_nhiên giao hàng hàng bị chậm"
shopee,23579211612,5,"🎉 Từ hội thảo, workshop đến sự kiện tri ân – túi vải Canavi luôn là điểm nhấn tinh tế, bền đẹp cho mọi chương trình!  ✅ In logo theo tone màu sự kiện – nổi bật, đồng bộ ✅ Túi chắc tay – in sắc nét – giao đúng tiến độ 📦 Đặt sớm để kịp kế hoạch và không lo sát ngày nhé!  📞 Zalo/Alo: 0961 436 079  #TuiVaiSuKien #TuivaiCanavi #XachTuiDiEvent #TuiVaiInLogo #TuiVaiViet #ToChucSuKien #TuiVaiDoanhNghiep #TuiVaiCaoCap #QuaTangSuKien #TuiVaiInTheoYeuCau #TuiVaiDongBo #TuiVaiThuongHieu #TuivaiforEvent #Sustainability #EcoBag #GreenEvent #TuiVaiThanThienMoiTruong",2,0,1,1,"từ hội_thảo , workshop đến sự_kiện tri ân túi vải canavi luôn là điểm nhấn tinh_tế , bền đẹp cho mọi chương_trình ! in logo theo tone màu sự_kiện nổi_bật , đồng_bộ túi chắc_tay in sắc nét giao hàng đúng tiến_độ đặt sớm để kịp kế_hoạch và không lo sát ngày nhé ! zalo alo 0961 436 079 tuivaisukien tuivaicanavi xachtuidievent tuivaiinlogo tuivaiviet tochucsukien tuivaidoanhnghiep tuivaicaocap quatangsukien tuivaiintheoyeucau tuivaidongbo tuivaithuonghieu tuivaiforevent sustainability ecobag greenevent tuivaithanthienmoitruong"
shopee,23579211612,5,"Giao hàng nhanh mua được trên live nên có voucher giá rẻ, chất cũng ổn áp nên mua nha mọi người",0,2,2,-1,"giao hàng hàng nhanh mua được trên live nên có voucher giá rẻ , chất cũng ổn_áp nên mua nha mọi người"
shopee,23579211612,5,Chất liệu:nhựa Công dụng:Đựng thức ăn  Hộp nhỏ dễ chia đồ ăn cất tủ lạnh nè. Mình hay chia thịt xay và tôm để nấu canh,2,-1,-1,-1,chất_liệu nhựa công_dụng đư ng thức_ăn hộp nhỏ dễ chia đồ ăn cất tủ_lạnh nè . mình hay chia thịt xay và tôm để nấu canh
shopee,23579211612,5,"ICONDENIM Nano-Tech All White Shirts// Sơmi nano kháng khuẩn tự nhiên👌 Phiên bản sơmi nano hạn chế nhăn, bề mặt vải mịn hơn, mát hơn sơmi thông thường Gam màu trắng cơ bản, ai cũng cần👍 Form Slim 🔍SMID0173",0,-1,-1,-1,"icondenim nano tech all white shirts sơmi nano kháng khuẩn tự_nhiên phiên_bản sơmi nano hạn_chế nhăn , bề_mặt vải mịn hơn , mát hơn sơmi thông_thường gam màu trắng cơ_bản , ai cũng cần form slim smid0173"
