platform,product_id,rating,comment,Quality,Price,Delivery,Service
shopee,29062193808,5,"Nhận hàng đúng thời gian như dự kiến, giao hàng nhanh, nhân viên giao hàng thân thiện, chất lượng thì chưa dùng.",-1,-1,-1,-1
shopee,29062193808,5,Chất lượng tuyệt vời. Giá lại rẻ. Đóng gói cẩn thận. Nên mua nha m.n. Đẹp lắm ạ,-1,-1,-1,-1
shopee,29062193808,5,"Hàng rất ok nha đóng gói kỉ lưỡng, shop tư vấn nhiệt tình, thân thiện, lần sau sẽ ủng hộ shop tiếp😘❤️",-1,-1,-1,-1
shopee,29062193808,5,"Sản phẩm đẹp, đun nhanh, giá hạt dẻ. Tuyệt vời hơn người yêu cũ.",-1,-1,-1,-1
shopee,29062193808,5,"Quy trình mua hàng công nhận là dễ dàng thật, vừa mới đặt hàng và đã nhận được hàng rồi này",-1,-1,-1,-1
shopee,29062193808,5,"Đúng với mô tả:đúng Chất lượng sản phẩm:tốt Tính năng nổi bật:đun nước  Giao hàng nhanh, sp dùng tốt, giá rẻ, hình ảnh mang tính nhận xu",-1,-1,-1,-1
shopee,29062193808,5,Giao hàng nhanh máy xịn xò hiêu quả lắm gói hang rất cẩn thận tuyệt vời,-1,-1,-1,-1
shopee,29062193808,5,"Lần đầu tiên mua hàng mua shop,chất lượng sản phẩm tuyệt vời đóng gói cẩn thẩn.Sẽ quay lại lần sau",-1,-1,-1,-1
shopee,29062193808,5,Mua hàng online cho nên mình sợ vấn đề về chất lượng lắm. Nhưng từ khi mua được sản phẩm ở shop này thì mình đã yên tâm hơn rất rất là nhiều.,-1,-1,-1,-1
shopee,29062193808,5,"Shop bán hàng đẹp quá nên qua đó mình mua liền của shop mấy sản phẩm dùng trong gia đình luôn, sản phẩm sau khi nhận về đều rất tuyệt ạ, cảm ơn shop rất nhiều ạ",-1,-1,-1,-1
shopee,29062193808,5,"Sản phẩm tốt tiện dụng, giao hàng nhanh, giá cả hợp lý nên mua nha mn",-1,-1,-1,-1
shopee,29062193808,5,"Sản phẩm tin cậy,uy tín mình đã đặt nhiều lần rùi hihi. Đóng gói cẩn thận giao hàng nhanh. Chất lượng sản phẩm tuyệt vời.cho shop 5 sao luôn ạ.",-1,-1,-1,-1
shopee,29062193808,5,Chất lượng sản phẩm:dung Đúng với mô tả:đung  mình sd 1 thời gian r thấy vẫn ok. đun nước sôi tự ngắt với giá này cũng ko đòi hỏi cao,-1,-1,-1,-1
shopee,29062193808,5,Sản phẩm đẹp và phù hợp với giá tiền Giao hàng rất nhanh Shiper thân thiện Lần sau sẽ tiếp tục ủng hộ shop,-1,-1,-1,-1
shopee,29062193808,5,Sản phẩm đẹp chất lượng tốt giao hàng nhanh shipper thân thiện đóng gói cẩn thận đáng mua nhé,-1,-1,-1,-1
shopee,29062193808,5,"Chất lượng sản phẩm:ổn Tính năng nổi bật:đun nhanh Đúng với mô tả:ổn  Giao nhanh, màu xinh nhưng mà ấm nhẹ lắm, mỏng nữa, dùng cẩn thận thì được",-1,-1,-1,-1
shopee,29062193808,5,"Shop gói hàng cẩn thận, giao hàng nhanh và đặc biệt là rep inbox khách hàng rất nhanh chóng và nhiệt tình. Sản phẩm tốt, nhẹ và vừa tay, hy vọng xài bền. Mn nên mua nhé. Sẽ tiếp tục ủng hộ Shop ạ!",-1,-1,-1,-1
shopee,29062193808,5,"Giao hàng nhanh, đóng gói cẩn thận, chất lượng sản phẩm tuyệt vời",-1,-1,-1,-1
shopee,29062193808,5,"đồ xingg lắm shop ơi , dùng thích cực định đặt thử xem sao ai dè lại được sản phẩm chất lượng quá, cảm ơn shop nhiều vì đã hỗ trợ mình nhiệt tình ạ",-1,-1,-1,-1
shopee,29062193808,5,Đúng với mô tả:chawcs chawns Chất lượng sản phẩm:tốt Tính năng nổi bật:naaus nhanh  Hình ảnh mang tính chất nhận xu . Ấm nấu tốt nhanh sôi chắc chắn giá lại rẻ . Nên mua,-1,-1,-1,-1
shopee,29062193808,5,"Sản phẩm đẹp, giao hàng nhanh, đóng gói cẩn thận. Chất lượng phù hợp với giá tiền. Shop rất chu đáo tư vấn nhiệt tình lần sau tiếp tục ủng hộ shopp!!!!!",-1,-1,-1,-1
shopee,29062193808,5,Sản phẩm giao vô cùng nhanh luôn mọi người ạ. Đã vậy mua trúng đợt giảm giá nên được giảm rất nhiều nữa chứ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,-1,-1,-1,-1
shopee,29062193808,5,"đã nhận hàng rồi nha,Sản phẩm đúng mô tả sử dụng tốt giao hàng khá là nhanh,giá cả như này là ổn rồi, đẹp, cho shop 5 sao:3",-1,-1,-1,-1
shopee,29062193808,5,"Tính năng nổi bật:Đun nước Chất lượng sản phẩm:k biết Đúng với mô tả:đúng  Nhận hàng nguyên vẹn, ấm cầm nhẹ tay,đun cũng nhanh sôi, còn xài có bềnh không thig đợi thời gian nửa mới biết, hiện mình xài được 1 tuần thấy vẫn ổn",-1,-1,-1,-1
shopee,29062193808,5,minh vua đặt thi hôm sau giao. minh thấy shop giao hang nhanh .đóng gói cân thận . sản phẩm đúng mô tả . Dùng thử khá ok . shop bán hàng giá tốt,-1,-1,-1,-1
shopee,29062193808,5,"Tính năng nổi bật:đun nước siêu nhanh Chất lượng sản phẩm:quá đỉnh Đúng với mô tả:ok  Khi nhận sản phẩm mình khá bất ngờ vì với tầm giá này lại chất lượng tuyệt vời như thế. Thật sự không mong gì hơn khi mua hàng trên shoppe được bén duyên với những shop bán hàng uy tín như vậy. Sản phẩm tốt, xịn xò, shop phục vụ tư vấn chuyên nghiệp dễ thương. Lần sau nhất định mình sẽ ủng hộ tiếp. Cảm ơn và cho shop 5 trăm sao luôn nhé!",-1,-1,-1,-1
shopee,29062193808,5,"Shop đóng gói cẩn thận, tư vấn nhiệt tình,Giao hàng nhanh, đúng mẫu,shop phục vụ rất tốt,rấy đáng tiền.thank you very muchhhhhhh",-1,-1,-1,-1
shopee,29062193808,5,"Úi hàng đóng gói siêu kĩ càng, cẩn thận, tỉ mỉ luôn. Giao hàng nhanh, shipper thân thiện, hàng thì chất lượng, sứng đáng để mua ạ",-1,-1,-1,-1
shopee,29062193808,5,Tốc độ:tôi thấy ấm này đun nước sôi rất nhanh tiết kiệm thời gian Thiết kế:thiết kế hiện đại thời thượng như bao loại ấm lhac Chất lượng:mik nghĩ là ổn trong tầm giá này  Đóng gói đẹp giao hàng nhanh giao đúng mẫu mã giá cả hợp lý,-1,-1,-1,-1
shopee,29062193808,5,"sản phẩm tốt giao hàng nhanh, dùng bên shop này đồ bền lắm mình mua đồ gia dụng hay mua ở shop này lắm, mọi người nên mua nhaa. 5 saoo ạ",-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:dùng tạm ổn nha Đúng với mô tả:đúng vs mô tả  Sản phẩm dùng ổn , nhanh sôi, hả mang tc nhận xu",-1,-1,-1,-1
shopee,24838785152,5,Tính năng nổi bật:naau nước Đúng với mô tả:đúng với moi tả Chất lượng sản phẩm:oke  Mình chưa xài nên chưa biewts chất lượng sao,-1,-1,-1,-1
shopee,24838785152,5,Đúng với mô tả:dung voi mo ta Chất lượng sản phẩm:inoc  Nói chung tiền nào của nấy thui mn ạ k bt có bền k,-1,-1,-1,-1
shopee,24838785152,5,Đúng với mô tả:đúng với mô tả Chất lượng sản phẩm:chất lượng tốt  Sản phẩm chất lượng tốt Giá rẻ Giao hàng nhanh,-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:ok Tính năng nổi bật:ok Đúng với mô tả:ok  Nên mua cầm chắc tay, đẹp đúng vs mô tả, hình ảnh mang tính chất nhận xu",-1,-1,-1,-1
shopee,24838785152,5,"Tính năng nổi bật:ok Chất lượng sản phẩm:tốt Đúng với mô tả:ấm đúng mô tả dùng ok nhưng chưa biết có dùng được lâu kh,mua được nha",-1,-1,-1,-1
shopee,24838785152,5,Chất lượng sản phẩm:ok Tính năng nổi bật:bt Đúng với mô tả:đúng với mô tả  Ảnh chỉ mang tính chất nhận xu hàng ok nha m.n mới dùng nên cũng kb bền k.  Nhưng hiện đang ok nắm,-1,-1,-1,-1
shopee,24838785152,4,Chất lượng sản phẩm:tốt Tính năng nổi bật:đun nhanh Đúng với mô tả:đúng  Ấm siêu tốc đun nhanh sôi Nhưng phần nhựa không được tốt Tiền nào của nấy thôi.,-1,-1,-1,-1
shopee,24838785152,5,"Ấm nước siêu tốc, nấu nhanh, tiện lợi dùng trong nhà rất tiện lợi",-1,-1,-1,-1
shopee,24838785152,5,"Sản phẩm đúng mẫu, ổn, phù hợp giá tiền nhưng bền ko thì ko chắc, nói chung các bạn mua đồ dùng một thời gian vẫn ổn. Tùy kinh tế, giao hàng nhanh. Hình ảnh tượng trưng lấy xu thôi vì lười chụp",-1,-1,-1,-1
shopee,24838785152,5,Chất lượng sản phẩm:ok Đúng với mô tả:ok Tính năng nổi bật:ok  Nên mua nha mọi người rất là nên mua nha mọi người vì nó rẻ mà dùng ok lắm,-1,-1,-1,-1
shopee,24838785152,5,"Tính năng nổi bật:ấm đun nước siêu tốc Đúng với mô tả:đúng Chất lượng sản phẩm:tốt  Giao hàng nhanh, chất lượng dịch vụ tốt",-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:ok Đúng với mô tả:ok Tính năng nổi bật:ok  Sài ok lắm mọi người. Nên mua ạ. Ship khá nhanh, gói hàng ok ạ",-1,-1,-1,-1
shopee,24838785152,5,"Sài thấy cũng ok ,nhanh ,rẻ mà thấy chất lượng lắm á nha nên mua nha",-1,-1,-1,-1
shopee,24838785152,5,Chất lượng sản phẩm:ok Tính năng nổi bật:ok Đúng với mô tả:ok  Mua Nhà Dễ Mất Trắng Vì 5 Lỗi Này - Ai Cũng Mắc !. Ok đc chat luong,-1,-1,-1,-1
shopee,24838785152,4,Đúng với mô tả:có Chất lượng sản phẩm:không biết Tính năng nổi bật:đun nước  Giao hàng nhanh nhưng nhận về hộp méo hết mở ra thì hàng ok . Chất lượng dùng 1 thời gian nữa mới biết bền hay không . Đun nước sôi nhanh . Cảm ơn Shop,-1,-1,-1,-1
shopee,24838785152,5,Tôi hỏi chút kinh nghiệm thu vật tư thay thế bo gui tien 1tr to the nao roi di chuyển tiền mua thêm thuốc gì anh mua cho anh chưa em ơi là nhiều may mắn trong từng góc phố hồ chí minh họa cho anh chưa em ơi là nhiều may mắn trong từng góc phố hồ chí minh họa,-1,-1,-1,-1
shopee,24838785152,5,"Ấm đun nhanh sôi,shop đóng gói OK. Ấm siêu tốc nên giao hàng cũng siêu nhanh 👍.",-1,-1,-1,-1
shopee,24838785152,5,"Shop tư vấn nhiệt tình lắm, xứng đáng 5* luôn nhé.",-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:ok Đúng với mô tả:99% Tính năng nổi bật:tự động ngắt thì sôi 100độ  Thời đại ngày nay đã xóa tan quan niệm trước đây cho rằng gút là “bệnh nhà giàu” và chỉ có ảnh hưởng đến đàn ông, thực tế cho thấy, tỷ lệ phụ nữ mắc bệnh ngày càng phổ biến đặc biệt ở nhóm phụ nữ đã mãn kinh. Bên cạnh đó, khi đời sống được nâng cao hơn, nguồn thực phẩm đa dạng và chế độ ăn không lành mạnh đã khiến căn bệnh này ngày càng phổ biến và trẻ hóa. (1)",-1,-1,-1,-1
shopee,24838785152,5,"Đúng với mô tả:√  Ấm đun nhanh, kiểu dáng mẫu mã đẹp, nước đun ko bị mùi inox",-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:ok Tính năng nổi bật:ok Đúng với mô tả:ok  Chi phí cho 1 lần đón ""Người thân bên nước ngoài về thăm, 10 năm rồi chưa gặp"" của các chị em.",-1,-1,-1,-1
shopee,24838785152,5,"Đúng với mô tả:đúng như mô tả Tính năng nổi bật:không có Chất lượng sản phẩm:tốt  Đóng gói chắc chắn, cẩn thận, đun sôi nhanh",-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:tốt Tính năng nổi bật:ok Đúng với mô tả:đúng  Mình mua dùm nên cũng ko biết như nào, nghe nói dùng oke lắm ạ",-1,-1,-1,-1
shopee,24838785152,5,"🚨 ĐỘ MIXI : ""TẤT CẢ LÀ TẠI GERRARD PIQUE"" 🥲  Trong buổi Livestream tối 4/9, Độ Mixi đã lên tiếng phân phân trần về sự việc lộ ảnh dùng s.h.i.s.a với Pique:  🗣:""Khi tôi vào Bar, tôi vẫn còn hồn nhiên là ở bên Tây Ban Nha thì người ta vào bar thì người ta chơi cái gì, hay người ta sẽ làm gì,... Thì ông anh (Pique) bảo là nghe nhạc, uống rượu, hú.t s.h.is.h.a,...""  🗣:""Tôi nghĩ mọi thứ nó bình thường, chắc cũng giống như bên này. Thế là một bình si nó ra. Thế là anh em cứ thế mà hút, kiểu các bạn xem clip thì các bạn sẽ thấy tôi hút một cách kiểu rất thoải mái, tự nhiên, hồn nhiên, vô tư"".  Độ Mixi cũng thừa nhận anh không biết việc sử dụng s.h.i.s.a là vi phạ.m phá.p luậ.t và nhận lỗi trước hàng chục nghìn người xem.",-1,-1,-1,-1
shopee,24838785152,5,"Mua trong live có mã giảm 40k nên rẻ lắm,ấm đun ok",-1,-1,-1,-1
shopee,24838785152,5,"Độ nhanh:ok Chất liệu:mongr Thiết kế:ok  She’s older, wiser, and way out of my league. I know I shouldn’t fall for her, but I did. Every time she laughs, it feels like the world gets quieter. I wish she could see me the way I see her — but to her, I’m just a kid trying too hard to grow up.",-1,-1,-1,-1
shopee,24838785152,5,"Đúng với mô tả:ddungs Tính năng nổi bật:đun nước Chất lượng sản phẩm:ok  Hình ảnh chỉ mang tính chất nhận xu , nhưng dùng ok nhá nên mua",-1,-1,-1,-1
shopee,24838785152,5,"Giao hàng nhanh, dùng khá tiện đối với mình, giá rẻ, mọi người tham khảo nhé",-1,-1,-1,-1
shopee,24838785152,5,"Đúng với mô tả:ok Tính năng nổi bật:ok Chất lượng sản phẩm:ok  giao hàng nhanh , đặt hôm trước hôm sau có luôn , chất lượng, có bảo hành",-1,-1,-1,-1
shopee,24838785152,5,"Tính năng nổi bật:đun nước Chất lượng sản phẩm:tốt Đúng với mô tả:tốt  Đun nước tốt, không có mùi lạ, nhẹ nhỏ gọn an toàn",-1,-1,-1,-1
shopee,24838785152,5,Chất lượng sản phẩm:ok Đúng với mô tả:đúng Tính năng nổi bật:tốt  Có thể là người yêu thương em anh chị có thể nào cũng có nhà thì thôi em không biết có gì mà ăn uống thuốc chưa về nhà e ngủ ngon thế cho,-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:ổn Tính năng nổi bật:đun sôi Đúng với mô tả:đúng  Ấm có khả năng biến điện năng thành nhiệt năng truyền vào nước giúp nước nóng lên , khi cung cấp đủ nhiệt lượng , lượng nước trong ấm đạt đến điểm sôi ...",-1,-1,-1,-1
shopee,24838785152,5,Đúng với mô tả:đứng mô tả Chất lượng sản phẩm:ok  Shop giao hàng nhanh chóng sẽ ủng hộ shop trong thời gian sau nữa ạ,-1,-1,-1,-1
shopee,24838785152,5,Tính năng nổi bật:đun nước Chất lượng sản phẩm:tốt Đúng với mô tả:đúng  Nhìn có vẻ hơi èo ọt nhưng đun nươdcs nhanh lắm sóp giao hàng nhanh bảo quản bọc hàng cẩn thận. HÀNG rẻ nên ko biết dùng dc lâu không,-1,-1,-1,-1
shopee,24838785152,5,"Shop giao hàng nhanh, đóng gói cẩn thận có cắm thử thấy cũng nhanh sôi",-1,-1,-1,-1
shopee,24838785152,5,"Săn được giá sale siêu rẻ, ấm dùng cũng khá thích, đun nhanh lắm ạ, còn bền hay không thì chưa rõ",-1,-1,-1,-1
shopee,24838785152,5,Mình rất yên tâm khi mua hàng ở shop vì vô cùng chất lượng và giá cả lại hợp lý lắm luôn á.,-1,-1,-1,-1
shopee,24838785152,5,tôi thấy rất ưng ý với sản phẩm út này với giá tiền như thế nayxx,-1,-1,-1,-1
shopee,24838785152,5,Chất lượng sản phẩm:ok Tính năng nổi bật:sôi 100* tự ngắt Đúng với mô tả:đúng với mô tả sản phẩm! Sẽ mua ủng hộ shop lần tới,-1,-1,-1,-1
shopee,24838785152,5,Tính năng nổi bật:ấm siêu tốc Đúng với mô tả:ok Chất lượng sản phẩm:chưa biết  Hình ảnh mang tính chất nhận xu giao hàng nhanh,-1,-1,-1,-1
shopee,24838785152,5,Độ nhanh:nhanh Chất liệu:inox Thiết kế:sang trong dep  Ấm oke săn sale đc giá rẻ giao hàng nhanh nhưng chưa dùng lâu dài nên chưa biết chất lượng ra sao,-1,-1,-1,-1
shopee,24838785152,5,"Bảo quản, gói hàng oki nhưng nó vẫn bị móp bên trong. Chỉnh lại vẫn oki í, chưa dùng thử tại lười. Nhưng gói hàng kĩ.",-1,-1,-1,-1
shopee,24838785152,5,"Nhẹ nhàng nhưng đầy cuốn hút 💖  Thiết kế váy hồng patsel với họa tiết trái tim nhỏ xinh trên nền lụa Latin mềm mại, mang đến cảm giác nữ tính nhưng vẫn thanh lịch – sự kết hợp hoàn hảo cho những chị đẹp yêu thích vẻ đẹp tinh tế.   Em váy DDN03014052 được thiết kế với dáng ngắn trẻ trung, form suông thoải mái giúp tôn dáng và khéo léo che đi khuyết điểm, có điểm nhấn đặc biệt nằm ở phần cổ áo phối ren tinh tế, tạo nét gợi cảm đầy duyên dáng.",-1,-1,-1,-1
shopee,24838785152,5,Tính năng nổi bật:ok Đúng với mô tả:ok Chất lượng sản phẩm:ok  Giao hàng rất nhanh và bền. Sẽ mua nhiều. Chất lượng tốt,-1,-1,-1,-1
shopee,24838785152,5,Tính năng nổi bật:toy Chất lượng sản phẩm:dep Đúng với mô tả:dung  Khắc chế cứng của đội cụ Quang Trung =))) --- 🎬 Tập 7 Running Man Vietnam mùa 3 - CHẠY NGAY ĐI phát sóng vào tối nay Thứ Bảy ngày 15/11/2025 lúc 19h30 trên kênh HTV7 và 19h45 trên hệ thống kênh FOREST STUDIO. Đừng bỏ lỡ! Ⓒ Running Man Vietnam Season 3 - Bản quyền thuộc Forest Studio.,-1,-1,-1,-1
shopee,24838785152,5,Chất lượng sản phẩm:tốt Đúng với mô tả:đúng Tính năng nổi bật:đun nước  Hình ảnh chỉ mang tính chất nhận xu Siêu dùng rất oke phù hợp với giá tiền,-1,-1,-1,-1
shopee,24838785152,5,Độ nhanh:nhanh Chất liệu:inox Thiết kế:tien loi  mua áp mã vào nên rẻ hơn mua ngoài. Nước đun nhanh sôi. Nên mua nhé mọi người. Không có ảnh nên dùng tạm ảnh khác ạ,-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:tốt Đúng với mô tả:đúng Tính năng nổi bật:ấm  Chưa dùng nên kb như thế nào, shop đóng gói cẩn thận, giao nhanh",-1,-1,-1,-1
shopee,24838785152,5,"Tính năng nổi bật:ok Đúng với mô tả:ok Chất lượng sản phẩm:ok  Giao hàng nhanh, đóng gói cẩn thận hàng đẹp giá rẻ sẽ ủng hộ shop lần sau",-1,-1,-1,-1
shopee,24838785152,5,Chất lượng sản phẩm:tốt Tính năng nổi bật:đun nước Đúng với mô tả:đúng mô tả  Ấm đun nhanh.chất lượng tốt.bền hay không thì chưa biết.nên mua,-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:good Tính năng nổi bật:đun nước Đúng với mô tả:đúng  Đồ giao nhanh, chất lượng sản phẩm tốt, săn được giá rẻ",-1,-1,-1,-1
shopee,24838785152,5,"Đúng với mô tả:đúng Chất lượng sản phẩm:tốt  đun nước siu nhanh nhéee, rất ưng, giá này khỏi phải bàn ròi mn nên kham khảo mua đi nhé",-1,-1,-1,-1
shopee,24838785152,5,"Hình ảnh chỉ mang tính chất minh họa Sản phẩm tốt, giao hàng nhanh đóng gói đẹp, ship rất vui tính nữa mọi người nên mua nha",-1,-1,-1,-1
shopee,24838785152,5,Shop chuẩn bị hàng và giao hàng nhanh. Nói chung giá cả cũng như thị trường. Mẫu mã cũng vậy.,-1,-1,-1,-1
shopee,24838785152,5,"Sản phẩm đúng với mô tả, đóng gói cẩn thận giao hàng nhanh chóng",-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:tốt Đúng với mô tả:đúng Tính năng nổi bật:nấu nước  Sản phẩm chất lượng rất tốt.Shop giao nhanh, đúng mẫu",-1,-1,-1,-1
shopee,24838785152,5,Độ nhanh:ok Chất liệu:ok Thiết kế:ok  Hàng như quảng cáo ship nhanh. Chuẩn. Đủ số lượng giá cả phải chăng đẹp ạ,-1,-1,-1,-1
shopee,24838785152,5,Tính năng nổi bật:dep Chất lượng sản phẩm:dung Đúng với mô tả:dung  Mùa lạnh đã đến! Khám phá áo khoác phao mới nhất của chúng tôi ngay bây giờ! 👇 Bạn sẵn sàng ấm áp và phong cách chưa?,-1,-1,-1,-1
shopee,24838785152,5,Tính năng nổi bật:nau Đúng với mô tả:dung Chất lượng sản phẩm:tot  giao hàng nhanh. shop gửi hàng đầy đủ nha. lại rẻ nữa. mọi người nên mua thử nha . không làm mọi người thất vọng đâu,-1,-1,-1,-1
shopee,24838785152,5,"Đúng với mô tả:dudnsg Chất lượng sản phẩm:tot Tính năng nổi bật:am  giao hàng nhanh, đóng gói cẩn thận , chất lượng sản phẩm tốt, hình ảnh chỉ mang tính chất nhận xu!",-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:ok Đúng với mô tả:ok Tính năng nổi bật:ok  Giao hàng nhanh lắm ý, hành phù hợp với giá tiền. Nên mua nhé mn uiiiiii",-1,-1,-1,-1
shopee,24838785152,5,"Giao đúng mẫu, sp chạy tốt, giao nhanh. Cảm ơn shop ạ",-1,-1,-1,-1
shopee,24838785152,5,"Sản phẩm gió hàng nhanh chóng, đóng gói cần thận, hàng chất lượng, đun nước nhanh chóng",-1,-1,-1,-1
shopee,24838785152,5,"Đúng với mô tả:tốt Tính năng nổi bật:nấu nước Chất lượng sản phẩm:quá tốt  17 đường 11 KDC An Khánh, phường An Khánh, Ninh Kiều, Cần Thơ",-1,-1,-1,-1
shopee,24838785152,5,"Nói cgung là dùng đc, ok, k nhanh lắm, với giá tiền đó thì quá là tuyệt vời rồi",-1,-1,-1,-1
shopee,24838785152,5,"Độ nhanh:ok Chất liệu:ok Thiết kế:ok  Hàng ok  lắm ạ, chất liệu mềm, lên hình dệp,  cmt  mang tính chất nhận xu, tuyệt vời, xuất sắc",-1,-1,-1,-1
shopee,24838785152,5,Tính năng nổi bật:ok Đúng với mô tả:ok Chất lượng sản phẩm:ok  Hình ảnh lấy xu thôi chứ săn đc sale quá rẻ r hơn nx lại còn có giảm giá của shop nx bú đẫm luôn,-1,-1,-1,-1
shopee,24838785152,5,Chất lượng sản phẩm:ok  Chất lượng sản phẩm tốt dùng OK ko bị hỏng nhanh giải hàng nhanh đóng gói cẩn thận  tuy nhiên nắp vung bị lỏng hay bị tuột ra  Dây cắm dùng kém chất lượng mới dùng đc mấy lần đã cháy tháo ra thì thấy toàn dây cũ,-1,-1,-1,-1
shopee,24838785152,5,60k mà được ấm siêu tốc ngang bằng loại ấm tôi mua 100k ngoài thị trường  Hợp với ai thích mua hàng giá rẻ  Nên mú nha mọi người,-1,-1,-1,-1
shopee,24838785152,5,"Mua mấy lần rồi và siêu ưng ý, dùng êm với giá này mình thấy 10 điểm",-1,-1,-1,-1
shopee,24838785152,5,Sản phẩm giao vô cùng nhanh luôn mọi người ạ. Đã vậy mua trúng đợt giảm giá nên được giảm rất nhiều nữa chứ,-1,-1,-1,-1
shopee,24838785152,5,"giao hàng nhanh,hình ảnh chỉ mang tính chất nhận xu chứ mua lần 2 ở shop này rồi ạ.k biết có bền k nhưng với giá tiền đấy là ok nhé mọi người",-1,-1,-1,-1
shopee,24838785152,5,"Ấm rẻ, đun nhanh, dung tích khá lớn, chưa thấy có vấn đề hay hỏng gì",-1,-1,-1,-1
shopee,24838785152,5,Độ nhanh:tạm Chất liệu:inbox Thiết kế:nhẹ đẹp  Sản phẩm rất oke dụng mới đầu rất tốt còn có bên hay không thì phải trải nghiệm đã anh em àk,-1,-1,-1,-1
shopee,24838785152,5,Chất lượng sản phẩm:tot Tính năng nổi bật:phu hop Đúng với mô tả:rat oke hợp với giá tiền nên mua  Hàng hoá đẹp maaux mã tốt,-1,-1,-1,-1
shopee,24838785152,5,"Hàng khá ổn, đóng gói cẩn thận, chưa dùng nên chưa biết tn, oke",-1,-1,-1,-1
shopee,24838785152,5,Chất lượng sản phẩm:tốt Tính năng nổi bật:ấm đun siêuu tốc Đúng với mô tả:đúng với mô tả  giao hàng nhanh đúng với ảnh ấm đun siêu toc,-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:tốt Đúng với mô tả:đúng Tính năng nổi bật:đun nước  Sản phẩm như hình, giao đầy đủ nhanh gọn và shop tư vấn tốt. Sẽ quay lại và ủng hộ cho shop trong tương lai iu shop ạ ❤",-1,-1,-1,-1
shopee,24838785152,5,"Đun ok, sôi nhanh, giá rẻ hơn ngoài quán, giao hàng nhanh chóng, shop uy tín, mọi người nên mua",-1,-1,-1,-1
shopee,24838785152,5,"Độ nhanh:tôi thấy nước sôi rất nhanh Chất liệu:inox sáng bóng Thiết kế:thiết kế sang trong  Ấm nấu nước nhanh lắm nha, chất liệu bền bỉ bằng inox ok lắm luôn mua ủng hộ shop nha mbgioi",-1,-1,-1,-1
shopee,24838785152,5,Đúng với mô tả:ok Chất lượng sản phẩm:ok Tính năng nổi bật:ok  Hàng giao nhanh shop nhiệt tình sản phảm quá ổn so vs giá 10 điểm,-1,-1,-1,-1
shopee,24838785152,5,Đúng với mô tả:đúng Chất lượng sản phẩm:tốt Tính năng nổi bật:tốt  Sản phẩm tốt giá hợp lí cho học sinh sinh viên trường đại and và cũng là người ta không có anh em mình gặp gặp,-1,-1,-1,-1
shopee,24838785152,5,"Đúng với mô tả:Đúng Chất lượng sản phẩm:Tốt Tính năng nổi bật:đun sôi nước siêu tốc  Sản phẩm tốt, chất lượng ok,shop đóng gói cẩn thận",-1,-1,-1,-1
shopee,24838785152,5,Shopee xưa giờ chuyên bán giá rẻ cho nên mình sợ vấn đề về chất lượng lắm. Nhưng từ khi mua được sản phẩm ở shop này thì mình đã yên tâm hơn rất rất là nhiều.,-1,-1,-1,-1
shopee,24838785152,5,"Chất lượng sản phẩm:Khá tốt Đúng với mô tả:Đúng như mô tả của shoo Tính năng nổi bật:Đun nước  Shop giao hàng nhanh, đóng gói cẩn thận. Bình nước dùng khá oke, mong có thể sử dụng lâu dài",-1,-1,-1,-1
shopee,24838785152,5,"Tính năng nổi bật:đun nước Đúng với mô tả:đúng Chất lượng sản phẩm:có lẽ là ổn  bọc hàng cẩn thận, có chống sốc bên ngoài. Mình mới mua chưa xài thử nên chưa biết đánh giá ntn nma trông cũng ổn áp phết",-1,-1,-1,-1
shopee,24838785152,5,"Đây là đơn hàng ưng ý nhất của mình từ trước đến giờ. sp đẹp lung linh, công dụng cũng rất tuyệt. Tổng quan thì mình hài lòng với shop. Khi nào có dịp mua mình sẽ ủng hộ shop",-1,-1,-1,-1
shopee,24838785152,5,Tính năng nổi bật:tốt Đúng với mô tả:tốt Chất lượng sản phẩm:tốt phù hợp với giá thành nói chung nên mua chất lường cao tốt,-1,-1,-1,-1
